특성별(1),특성별(2),특성별(3),특성별(4),방문고객및배달테이크아웃수별(1),방문고객및배달테이크아웃수별(2),시점,원데이터,전년 대비 증감,증감률
운영형태별,비프랜차이즈,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,5.1,-0.3,-5.6
운영형태별,비프랜차이즈,소계,소계,테이크아웃 수,50인분 이상 (%),2021,4.2,-0.3,-6.7
운영형태별,비프랜차이즈,소계,소계,테이크아웃 수,평균 (인분),2021,9,1.2,15.4
지역별,서울권,소계,소계,방문 고객수,20명 미만 (%),2021,15.7,-1.5,-8.7
지역별,서울권,소계,소계,방문 고객수,20~30명 미만 (%),2021,13,3.2,32.7
지역별,서울권,소계,소계,방문 고객수,30~50명 미만 (%),2021,28.6,9,45.9
지역별,서울권,소계,소계,방문 고객수,50~100명 미만 (%),2021,27.1,-4.7,-14.8
지역별,서울권,소계,소계,방문 고객수,100명 이상 (%),2021,15.7,-5.9,-27.3
지역별,서울권,소계,소계,방문 고객수,평균 (명),2021,55.5,-13.7,-19.8
지역별,서울권,소계,소계,배달 수,없음 (%),2021,67.6,-9,-11.7
지역별,서울권,소계,소계,배달 수,10인분 미만 (%),2021,8.2,3.2,64
지역별,서울권,소계,소계,배달 수,10~20인분 미만 (%),2021,6.5,0.6,10.2
지역별,서울권,소계,소계,배달 수,20~30인분 미만 (%),2021,6.7,2.6,63.4
지역별,서울권,소계,소계,배달 수,30~50인분 미만 (%),2021,6.4,0.6,10.3
지역별,서울권,소계,소계,배달 수,50인분 이상 (%),2021,4.6,1.9,70.4
지역별,서울권,소계,소계,배달 수,평균 (인분),2021,7.9,1.8,29.5
지역별,서울권,소계,소계,테이크아웃 수,없음 (%),2021,39.1,-0.3,-0.8
지역별,서울권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,20.5,4.1,25
지역별,서울권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,12.2,-1.4,-10.3
지역별,서울권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,7.4,1.4,23.3
지역별,서울권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,8.8,-0.2,-2.2
지역별,서울권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,12.1,-3.5,-22.4
지역별,서울권,소계,소계,테이크아웃 수,평균 (인분),2021,17.8,-5,-21.9
지역별,수도권,소계,소계,방문 고객수,20명 미만 (%),2021,31.6,6.5,25.9
지역별,수도권,소계,소계,방문 고객수,20~30명 미만 (%),2021,15.9,2.6,19.5
지역별,수도권,소계,소계,방문 고객수,30~50명 미만 (%),2021,24,4.5,23.1
지역별,수도권,소계,소계,방문 고객수,50~100명 미만 (%),2021,19.6,-10.2,-34.2
지역별,수도권,소계,소계,방문 고객수,100명 이상 (%),2021,8.9,-3.4,-27.6
지역별,수도권,소계,소계,방문 고객수,평균 (명),2021,41.4,-11.1,-21.1
지역별,수도권,소계,소계,배달 수,없음 (%),2021,64.5,-11.2,-14.8
지역별,수도권,소계,소계,배달 수,10인분 미만 (%),2021,6.9,1.4,25.5
지역별,수도권,소계,소계,배달 수,10~20인분 미만 (%),2021,10.8,3.3,44
지역별,수도권,소계,소계,배달 수,20~30인분 미만 (%),2021,7.3,3.6,97.3
지역별,수도권,소계,소계,배달 수,30~50인분 미만 (%),2021,6.2,1,19.2
지역별,수도권,소계,소계,배달 수,50인분 이상 (%),2021,4.3,2,87
지역별,수도권,소계,소계,배달 수,평균 (인분),2021,8.5,2.7,46.6
지역별,수도권,소계,소계,테이크아웃 수,없음 (%),2021,44.8,-8.9,-16.6
지역별,수도권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,24.3,5.7,30.6
지역별,수도권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,13.3,3.9,41.5
지역별,수도권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,5.6,1.3,30.2
지역별,수도권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,5.5,-0.4,-6.8
지역별,수도권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,6.5,-1.6,-19.8
지역별,수도권,소계,소계,테이크아웃 수,평균 (인분),2021,10.6,-0.9,-7.8
지역별,충청권,소계,소계,방문 고객수,20명 미만 (%),2021,14.5,1.9,15.1
지역별,충청권,소계,소계,방문 고객수,20~30명 미만 (%),2021,17.4,-1.4,-7.4
지역별,충청권,소계,소계,방문 고객수,30~50명 미만 (%),2021,38.6,-1.1,-2.8
지역별,충청권,소계,소계,방문 고객수,50~100명 미만 (%),2021,26.8,3,12.6
지역별,충청권,소계,소계,방문 고객수,100명 이상 (%),2021,2.7,-2.4,-47.1
지역별,충청권,소계,소계,방문 고객수,평균 (명),2021,41.3,-0.9,-2.1
지역별,충청권,소계,소계,배달 수,없음 (%),2021,57.5,-15,-20.7
지역별,충청권,소계,소계,배달 수,10인분 미만 (%),2021,3.2,-1.4,-30.4
지역별,충청권,소계,소계,배달 수,10~20인분 미만 (%),2021,16.2,9.6,145.5
지역별,충청권,소계,소계,배달 수,20~30인분 미만 (%),2021,10,5.3,112.8
지역별,충청권,소계,소계,배달 수,30~50인분 미만 (%),2021,9.2,2.4,35.3
지역별,충청권,소계,소계,배달 수,50인분 이상 (%),2021,4,-0.6,-13
지역별,충청권,소계,소계,배달 수,평균 (인분),2021,10.3,2.7,35.5
지역별,충청권,소계,소계,테이크아웃 수,없음 (%),2021,21.9,-24.2,-52.5
지역별,충청권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,19.9,2.3,13.1
지역별,충청권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,24.5,7.6,45
지역별,충청권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,20.6,12.3,148.2
지역별,충청권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,10.9,4.7,75.8
지역별,충청권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,2.2,-2.7,-55.1
지역별,충청권,소계,소계,테이크아웃 수,평균 (인분),2021,14.6,3.8,35.2
지역별,호남권,소계,소계,방문 고객수,20명 미만 (%),2021,36.1,-3.8,-9.5
지역별,호남권,소계,소계,방문 고객수,20~30명 미만 (%),2021,16.9,-1.5,-8.2
지역별,호남권,소계,소계,방문 고객수,30~50명 미만 (%),2021,25,2,8.7
지역별,호남권,소계,소계,방문 고객수,50~100명 미만 (%),2021,15.8,-0.8,-4.8
지역별,호남권,소계,소계,방문 고객수,100명 이상 (%),2021,6.3,4.1,186.4
지역별,호남권,소계,소계,방문 고객수,평균 (명),2021,33,4.3,15
지역별,호남권,소계,소계,배달 수,없음 (%),2021,74.8,2.8,3.9
지역별,호남권,소계,소계,배달 수,10인분 미만 (%),2021,8,4.2,110.5
지역별,호남권,소계,소계,배달 수,10~20인분 미만 (%),2021,5.9,-4.2,-41.6
지역별,호남권,소계,소계,배달 수,20~30인분 미만 (%),2021,3.8,-3.9,-50.6
지역별,호남권,소계,소계,배달 수,30~50인분 미만 (%),2021,4.6,0.5,12.2
지역별,호남권,소계,소계,배달 수,50인분 이상 (%),2021,3,0.7,30.4
지역별,호남권,소계,소계,배달 수,평균 (인분),2021,5.2,-1.1,-17.5
지역별,호남권,소계,소계,테이크아웃 수,없음 (%),2021,73.8,-3.5,-4.5
지역별,호남권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,9.7,0.4,4.3
지역별,호남권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,5.8,3.4,141.7
지역별,호남권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,2.9,-0.9,-23.7
지역별,호남권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,3.2,-0.1,-3
지역별,호남권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,4.6,0.8,21.1
지역별,호남권,소계,소계,테이크아웃 수,평균 (인분),2021,6.6,0.9,15.8
지역별,경남권,소계,소계,방문 고객수,20명 미만 (%),2021,45.5,2.4,5.6
지역별,경남권,소계,소계,방문 고객수,20~30명 미만 (%),2021,14.8,-0.7,-4.5
지역별,경남권,소계,소계,방문 고객수,30~50명 미만 (%),2021,22.9,4.4,23.8
지역별,경남권,소계,소계,방문 고객수,50~100명 미만 (%),2021,12.7,-3.8,-23
지역별,경남권,소계,소계,방문 고객수,100명 이상 (%),2021,4.1,-2.3,-35.9
지역별,경남권,소계,소계,방문 고객수,평균 (명),2021,32,-6.8,-17.5
지역별,경남권,소계,소계,배달 수,없음 (%),2021,57.7,-17.4,-23.2
지역별,경남권,소계,소계,배달 수,10인분 미만 (%),2021,12.8,6.7,109.8
지역별,경남권,소계,소계,배달 수,10~20인분 미만 (%),2021,13.4,5.1,61.4
지역별,경남권,소계,소계,배달 수,20~30인분 미만 (%),2021,5.7,2.6,83.9
지역별,경남권,소계,소계,배달 수,30~50인분 미만 (%),2021,7.1,3,73.2
지역별,경남권,소계,소계,배달 수,50인분 이상 (%),2021,3.1,-0.1,-3.1
지역별,경남권,소계,소계,배달 수,평균 (인분),2021,8.7,3.1,55.4
지역별,경남권,소계,소계,테이크아웃 수,없음 (%),2021,46.3,-16.4,-26.2
지역별,경남권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,28.3,12.7,81.4
지역별,경남권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,11.3,4.3,61.4
지역별,경남권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,5.8,3.4,141.7
지역별,경남권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,4.5,0.2,4.7
지역별,경남권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,3.8,-4.1,-51.9
지역별,경남권,소계,소계,테이크아웃 수,평균 (인분),2021,9.3,-2.2,-19.1
지역별,경북권,소계,소계,방문 고객수,20명 미만 (%),2021,40,7.4,22.7
지역별,경북권,소계,소계,방문 고객수,20~30명 미만 (%),2021,10.8,-7,-39.3
지역별,경북권,소계,소계,방문 고객수,30~50명 미만 (%),2021,21.9,-3,-12
지역별,경북권,소계,소계,방문 고객수,50~100명 미만 (%),2021,19.9,1.6,8.7
지역별,경북권,소계,소계,방문 고객수,100명 이상 (%),2021,7.4,1,15.6
지역별,경북권,소계,소계,방문 고객수,평균 (명),2021,36.7,0.2,0.5
지역별,경북권,소계,소계,배달 수,없음 (%),2021,61.8,-3.6,-5.5
지역별,경북권,소계,소계,배달 수,10인분 미만 (%),2021,8.4,-2.8,-25
지역별,경북권,소계,소계,배달 수,10~20인분 미만 (%),2021,9.3,1.1,13.4
지역별,경북권,소계,소계,배달 수,20~30인분 미만 (%),2021,7.8,3.7,90.2
지역별,경북권,소계,소계,배달 수,30~50인분 미만 (%),2021,8.4,2.1,33.3
지역별,경북권,소계,소계,배달 수,50인분 이상 (%),2021,4.3,-0.4,-8.5
지역별,경북권,소계,소계,배달 수,평균 (인분),2021,10,1.8,22
지역별,경북권,소계,소계,테이크아웃 수,없음 (%),2021,51.5,-5.1,-9
지역별,경북권,소계,소계,테이크아웃 수,10인분 미만 (%),2021,26.3,4.2,19
지역별,경북권,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,8.4,1.3,18.3
지역별,경북권,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,6.4,2.2,52.4
지역별,경북권,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,1.9,-2.7,-58.7
지역별,경북권,소계,소계,테이크아웃 수,50인분 이상 (%),2021,5.6,0,0
지역별,경북권,소계,소계,테이크아웃 수,평균 (인분),2021,9.7,0.5,5.4
매출액규모별,5천만원 미만,소계,소계,방문 고객수,20명 미만 (%),2021,66.5,-4.1,-5.8
매출액규모별,5천만원 미만,소계,소계,방문 고객수,20~30명 미만 (%),2021,15,-2.1,-12.3
매출액규모별,5천만원 미만,소계,소계,방문 고객수,30~50명 미만 (%),2021,10.7,0.2,1.9
매출액규모별,5천만원 미만,소계,소계,방문 고객수,50~100명 미만 (%),2021,5.9,4.1,227.8
매출액규모별,5천만원 미만,소계,소계,방문 고객수,100명 이상 (%),2021,2,,
매출액규모별,5천만원 미만,소계,소계,방문 고객수,평균 (명),2021,17.4,3.8,27.9
매출액규모별,5천만원 미만,소계,소계,배달 수,없음 (%),2021,79,-5.2,-6.2
매출액규모별,5천만원 미만,소계,소계,배달 수,10인분 미만 (%),2021,9.9,2.7,37.5
매출액규모별,5천만원 미만,소계,소계,배달 수,10~20인분 미만 (%),2021,3.7,-2.1,-36.2
매출액규모별,5천만원 미만,소계,소계,배달 수,20~30인분 미만 (%),2021,2.9,1.2,70.6
매출액규모별,5천만원 미만,소계,소계,배달 수,30~50인분 미만 (%),2021,3.5,2.5,250
매출액규모별,5천만원 미만,소계,소계,배달 수,50인분 이상 (%),2021,1,,
매출액규모별,5천만원 미만,소계,소계,배달 수,평균 (인분),2021,3.6,1.7,89.5
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,없음 (%),2021,56.3,-10,-15.1
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,10인분 미만 (%),2021,25.3,13.4,112.6
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,7.9,0.8,11.3
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,4.8,-0.2,-4
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,3.3,-1.4,-29.8
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,50인분 이상 (%),2021,2.4,-2.6,-52
매출액규모별,5천만원 미만,소계,소계,테이크아웃 수,평균 (인분),2021,5.4,-1.7,-23.9
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,20명 미만 (%),2021,38.9,-2.1,-5.1
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,20~30명 미만 (%),2021,18.7,-1.9,-9.2
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,30~50명 미만 (%),2021,28.2,3.5,14.2
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,50~100명 미만 (%),2021,11.9,-1.6,-11.9
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,100명 이상 (%),2021,2.3,2.2,2200
매출액규모별,5천만원~1억원 미만,소계,소계,방문 고객수,평균 (명),2021,27.3,2.9,11.9
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,없음 (%),2021,70.9,-6.4,-8.3
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,10인분 미만 (%),2021,9.4,2.2,30.6
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,10~20인분 미만 (%),2021,10.2,2.8,37.8
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,20~30인분 미만 (%),2021,4.7,0.8,20.5
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,30~50인분 미만 (%),2021,3.7,0,0
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,50인분 이상 (%),2021,1,0.5,100
매출액규모별,5천만원~1억원 미만,소계,소계,배달 수,평균 (인분),2021,4.5,0.9,25
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,없음 (%),2021,51.7,-4.9,-8.7
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,10인분 미만 (%),2021,19.7,5.7,40.7
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,10.6,1.9,21.8
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,6.8,1.7,33.3
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,6.4,-2.7,-29.7
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,50인분 이상 (%),2021,4.7,-1.9,-28.8
매출액규모별,5천만원~1억원 미만,소계,소계,테이크아웃 수,평균 (인분),2021,9.2,-1.5,-14
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,20명 미만 (%),2021,18,2.2,13.9
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,20~30명 미만 (%),2021,13.9,0.1,0.7
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,30~50명 미만 (%),2021,31.5,4.5,16.7
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,50~100명 미만 (%),2021,27.4,-5.1,-15.7
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,100명 이상 (%),2021,9.2,-1.7,-15.6
매출액규모별,1억원~5억원 미만,소계,소계,방문 고객수,평균 (명),2021,45.8,-2.8,-5.8
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,없음 (%),2021,57.9,-13.4,-18.8
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,10인분 미만 (%),2021,7,1.8,34.6
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,10~20인분 미만 (%),2021,12.3,4.2,51.9
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,20~30인분 미만 (%),2021,8.8,3.9,79.6
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,30~50인분 미만 (%),2021,8.7,2,29.9
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,50인분 이상 (%),2021,5.2,1.4,36.8
매출액규모별,1억원~5억원 미만,소계,소계,배달 수,평균 (인분),2021,10.4,3.1,42.5
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,없음 (%),2021,38.1,-12.9,-25.3
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,10인분 미만 (%),2021,23.4,4.2,21.9
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,15.7,5,46.7
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,9.2,4.6,100
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,6.4,1.2,23.1
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,50인분 이상 (%),2021,7.1,-2.1,-22.8
매출액규모별,1억원~5억원 미만,소계,소계,테이크아웃 수,평균 (인분),2021,13.1,-0.2,-1.5
매출액규모별,5억원 이상,소계,소계,방문 고객수,20명 미만 (%),2021,7.8,0.9,13
매출액규모별,5억원 이상,소계,소계,방문 고객수,20~30명 미만 (%),2021,2.9,0.8,38.1
매출액규모별,5억원 이상,소계,소계,방문 고객수,30~50명 미만 (%),2021,8.6,0.3,3.6
매출액규모별,5억원 이상,소계,소계,방문 고객수,50~100명 미만 (%),2021,29.8,4.3,16.9
매출액규모별,5억원 이상,소계,소계,방문 고객수,100명 이상 (%),2021,51,-6.2,-10.8
매출액규모별,5억원 이상,소계,소계,방문 고객수,평균 (명),2021,145.7,-34.4,-19.1
매출액규모별,5억원 이상,소계,소계,배달 수,없음 (%),2021,55,-12.7,-18.8
매출액규모별,5억원 이상,소계,소계,배달 수,10인분 미만 (%),2021,4.9,0.5,11.4
매출액규모별,5억원 이상,소계,소계,배달 수,10~20인분 미만 (%),2021,6.4,0.3,4.9
매출액규모별,5억원 이상,소계,소계,배달 수,20~30인분 미만 (%),2021,9.6,6.1,174.3
매출액규모별,5억원 이상,소계,소계,배달 수,30~50인분 미만 (%),2021,10.6,3.6,51.4
매출액규모별,5억원 이상,소계,소계,배달 수,50인분 이상 (%),2021,13.6,2.3,20.4
매출액규모별,5억원 이상,소계,소계,배달 수,평균 (인분),2021,21,5.8,38.2
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,없음 (%),2021,37.7,-13.5,-26.4
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,10인분 미만 (%),2021,12.6,-2,-13.7
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,10~20인분 미만 (%),2021,6.4,-6.2,-49.2
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,20~30인분 미만 (%),2021,11.1,5.5,98.2
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,30~50인분 미만 (%),2021,12.6,8.2,186.4
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,50인분 이상 (%),2021,19.4,7.8,67.2
매출액규모별,5억원 이상,소계,소계,테이크아웃 수,평균 (인분),2021,37.6,13.7,57.3
